id,price_doc_GBRT
205,5191482.893491565
206,5602217.122698533
207,11588972.1648156
208,4526068.903636314
209,8024508.3054164415
211,5391901.057192008
212,5132363.69695256
213,5697778.06150333
214,6791590.078506241
215,5742347.205732134
216,5546282.813183459
218,6812216.900511839
219,3295963.5187727096
221,7898190.378604203
222,5186573.08713413
223,10358466.149614982
225,5376446.361977014
226,7252139.618478617
227,5554923.994072943
228,2491203.9576519243
229,3001943.1358431857
230,4371494.175446851
231,5231344.229074624
232,5773278.92776996
233,5529835.392409734
235,6012868.117402636
237,6090630.423619674
238,3614051.1586544374
239,6134608.046902163
240,4705699.472359652
241,5009363.362440469
242,5517511.272227242
243,4820738.966355731
244,5824954.676558082
245,4667187.815321237
246,11422890.8434539
247,5387653.339614435
248,5026951.156922026
249,7764609.095747496
251,4437483.556511265
252,10882266.536374038
253,7188725.865447662
254,5914698.806778114
255,5044110.437076552
256,5250245.082609505
257,5870117.17905441
258,5600917.415391176
259,6401451.029073542
260,4244355.4102043975
261,5160281.999583012
262,5428933.274558761
263,13763399.357788302
264,4908977.591215071
265,10427828.66433164
266,5565740.304393984
267,4743873.987411923
268,5037518.998885706
269,5231283.049076367
270,4780465.576224967
271,6829984.148537282
272,3749346.9994389517
273,5299991.461258955
274,5248648.366890888
275,5806771.61950976
277,5892533.231854657
278,5204467.497929823
279,11117405.214197353
280,8253745.011096812
281,9463178.53303808
282,4634806.815154858
283,4663500.960397403
284,5538380.06130764
286,4893348.719062
287,7506717.710205629
288,5501302.1036344245
289,4818605.38789745
290,5658089.86673508
291,5301704.423628591
292,4074666.086096099
293,4611418.02181286
294,8300812.5350714335
296,5675514.705921262
297,6140402.157934779
298,17733633.79382839
299,6237002.094755362
300,5333721.318971806
302,5304440.6366800815
304,4612879.128186876
305,5778716.658137659
306,5524364.548434748
307,6713675.08257557
308,7288693.178017245
309,10902476.205373917
310,5536997.813351639
311,5117349.302329185
312,13160533.488252869
314,3962776.810778535
315,5116072.637981393
316,5056802.118807929
317,8062750.725222886
318,3821439.831347535
320,5757766.756757668
321,4753242.45664175
322,6373605.095459125
324,5749112.866599786
325,5593362.142607007
326,10266228.695795266
327,6364041.538548271
328,8862970.7939973
329,12863065.98377511
330,4956395.540363935
331,5823682.326733716
334,5253042.248775793
335,6855307.872579308
336,6455791.444795905
337,5101733.208395809
338,6223143.656956473
339,4775808.672742651
340,6124971.357239996
341,5734290.535492538
342,5628614.487503683
343,5076281.35317372
344,3962015.0612604683
345,5134898.617214473
346,4928818.17478574
347,6375802.660224156
348,5785811.934782203
350,6451214.375513273
351,10133109.784344617
352,9989627.495345658
354,5700017.868116652
355,6402669.633174642
356,6159081.873680519
357,8369726.581229611
358,5071238.406089728
359,7157233.268581808
361,4738277.88778137
363,10328033.58701671
364,4922422.937191263
367,6871328.198235668
368,6449947.00342134
369,5026519.729361606
370,4227391.64623546
372,6260920.938830739
373,8490139.167330453
374,5814726.209417037
376,5093401.687322704
377,4515815.232069217
378,9535259.971457021
379,10534640.283107733
380,5286110.963648127
381,4390535.157494909
382,6790535.14795126
383,5606628.697377162
384,4727032.002368008
387,5807955.914337337
388,7498973.463891176
389,5457777.603367001
390,5760027.003496698
391,4783560.667453104
392,5303360.865530444
393,5234600.523617283
394,8888261.525053218
395,8040929.804741179
396,5668015.010700767
397,7359660.800309066
398,4201247.452476381
399,4638817.238772546
400,7156507.377510175
401,6306769.720501446
402,4279923.727265535
403,4559476.788925696
404,4032428.2894310243
406,4930103.531204184
407,7381123.912632746
408,5632456.216521176
409,5748401.294650366
410,7816778.56250147
411,4683764.60899776
412,7264530.855416734
413,7892948.208930761
414,5262119.590081543
416,4540406.069589803
417,3777637.0604415378
418,5613730.551770479
419,6002908.205360315
420,7696182.680903072
421,4982217.4356195545
423,7187394.391241346
424,4967530.443895923
425,8947109.485802334
426,5246950.106308056
427,4090200.4506350295
428,6232757.025448707
429,5476003.423543963
431,8006877.039933055
432,6327055.968126025
433,4414492.064917588
435,8444437.941541102
436,13663106.336762521
437,5328315.566205568
438,9214585.477766057
439,8206747.204404971
440,8886722.155485956
441,5054886.564657967
442,21619489.00952774
443,4819049.492118332
444,5385252.4970265245
445,5165580.382477605
446,5781257.347501759
448,5282425.517303901
451,7074204.018706915
452,5596615.473048877
453,4301666.915970877
454,5527295.0364675
455,25444609.494722676
456,7182323.100689404
457,5418349.0179371415
458,4851682.383728403
459,5234490.799166945
460,5406248.070063197
461,12376335.34774608
462,6503617.467408054
463,4934251.081786412
464,5424384.169857824
465,5463049.651072128
466,5233307.28038154
467,11335549.169482673
469,4700771.757427215
471,7226500.293509479
472,5234102.614429873
473,4050579.3812785717
474,5999081.496665236
475,6335843.838092215
476,5884026.16937331
477,6087716.39467975
478,4160062.5233096154
480,5059155.7106557
481,10294912.852648899
482,5044217.216585716
483,5299479.970062619
484,4531977.995750886
485,5568635.232662364
486,4678415.2383879
488,8492019.125420034
489,5425544.166348195
490,8757421.344187789
491,5988911.760494688
492,10863881.670419298
493,4496703.330329377
494,4707995.1519154785
495,5235412.796068855
496,6905324.250389174
497,4311412.126818582
498,8841634.178281816
500,5853352.430553482
501,5674824.652544264
502,5251719.117272977
503,8579440.185537737
505,5086930.108404612
506,6316124.13870179
508,6159342.305324765
509,5903756.432379724
510,9402868.514005413
511,12163890.65989749
512,5497174.054177211
513,8523011.686838375
514,7657575.771047133
515,4841959.454973027
516,7760175.7052721875
518,5326057.094900806
520,4894546.256861797
521,5125394.710115334
522,5744151.984459084
523,5196264.211481564
525,6012411.411244966
526,5399052.342868592
527,6980599.044939158
529,4303957.487184531
530,5268941.165330909
531,4940406.495154535
532,4865176.24644232
533,6101962.590622434
534,5486026.099227124
535,5091129.490609519
536,11033779.085358959
537,5388849.548008642
538,4548047.209001894
540,4535303.382971907
541,5928238.687188564
542,9582626.540446274
543,4719256.8251066655
544,4960076.695488078
545,7721022.77434273
546,6909735.591386784
547,6391036.624292515
548,4970552.30503351
549,4676956.716472653
550,4527450.383900648
551,5473941.6837987015
552,5090791.503514908
553,5474818.451821389
554,4820459.8034028895
555,5944396.204110839
557,4158536.671579858
558,6369129.152494027
560,8469191.861578643
561,6419082.189531136
562,8067834.731901967
563,6514954.376318413
564,5851602.796515723
566,4681814.55760579
567,6051562.268661755
568,8494020.877348572
569,4566458.52103812
570,7803380.573044679
571,4832231.521840355
572,5111315.223365811
573,8701409.569409402
575,5428323.582096246
576,4617407.694678106
578,4997432.760139926
579,5186639.110617274
580,5246799.444505669
583,5958204.062085265
584,4327182.944425531
585,5229369.959813379
586,3911122.7324081366
587,4728953.273925947
588,4385074.79752375
589,5827232.176101692
590,5297170.972065289
591,6545589.688443923
593,8088813.956458935
594,4668924.827945852
595,4165159.433164377
596,6051525.743553988
597,7329113.18999782
598,6533739.289942933
599,9358112.75467693
600,4989248.759180647
601,4972185.009022805
603,4373101.798666239
604,6084234.045369472
605,5593115.272411698
606,8958491.286066297
607,19563542.056222055
608,7031854.37894266
609,5825338.178344876
610,5463358.359476448
611,4518362.3964496935
612,4315630.4724392295
613,19745981.844116304
614,5107474.79923922
615,5638419.42261923
616,7539442.332385803
617,5115175.496655823
618,7755602.805218019
620,4535258.127716278
621,4430023.291801271
622,6398819.918156346
623,4257505.269618028
624,7905639.812827717
625,16349543.843557341
627,13880467.074364848
628,5155890.109694233
629,3973919.1276363577
630,4749681.529219749
631,5874901.722785075
632,15358471.422557877
633,5079254.814549265
636,5195835.997922789
637,5220708.273304626
640,4373563.348527074
641,3936581.7935053143
642,9121034.520889126
644,7162283.368648378
645,5742101.447722185
647,4812784.945829291
650,11490193.383529082
651,7543310.0583142
652,9703580.164801909
653,5325901.436468471
654,4488557.19910819
655,5630660.611408944
656,4458592.124824567
657,4885641.561584253
658,10021588.281311294
659,14739575.977675078
661,4542388.418257471
662,4679447.550340383
664,17570474.813226126
665,5144883.894651569
666,8963513.75574081
667,4254883.08191848
668,3792862.066432964
669,5299098.404676797
671,6610110.23516842
672,4964485.125055593
673,6022683.694158446
674,5508240.013442643
675,5359874.949575465
676,5545524.6264349865
678,5623557.388274388
679,3865058.601843255
680,4706277.939783572
682,5105813.972384165
683,6232599.234095316
684,6025322.653302994
685,6652985.17843203
686,7067836.254996823
687,10765022.67327964
688,4372161.146064022
689,5540580.2910149
690,5153841.311029956
691,5188230.235279254
692,5122726.900554896
693,7236970.877345554
694,4773691.755902762
695,11389706.52992191
696,7157746.421774449
697,4767035.2997598415
698,6224015.11054239
699,7732977.549972493
700,7292009.64713907
701,4447505.426940434
702,5510090.831410127
703,3642028.365268352
705,4579141.1819273345
706,7280638.137059974
707,5149920.210200818
708,6341342.886923421
709,5556265.441267743
710,4326170.203235539
712,8079865.709620713
714,5228325.839589417
715,6122065.462507365
716,5034898.421715924
717,7430917.433502577
718,8192713.108728307
719,7069488.026403531
720,4671185.554223011
721,3758683.898532596
722,9006177.452521343
723,4813173.0639574
724,5731249.178165637
725,5262486.40122578
726,5462052.515840024
727,16688101.08493465
728,4761668.15065861
729,4564480.52345909
730,5239262.78490972
731,4218226.119434465
732,8457436.943144731
733,6050518.429354576
734,4934711.179996809
735,5464884.578270009
736,4737572.356327352
737,7140408.8561957935
738,5926503.563305216
739,4814070.240775769
740,4863418.879308953
741,11584365.856215494
742,5178494.899868152
743,4127900.0559574976
744,2082533.5000549075
745,4716022.588866375
746,7126036.424986326
747,7173909.149735485
749,4943713.442860956
750,9182128.3308566
751,4917296.959181386
752,5616039.0405369
753,5986627.770903249
754,6259866.751861307
756,6667429.4996740185
757,8526263.956104655
758,6009423.9741457
759,4089652.304972444
760,6790639.955797333
761,5936423.706303166
762,8353704.332363386
763,5800858.523769054
764,5088805.389770892
765,6674181.986151726
766,5451658.811020746
768,6388679.572809748
769,5267469.338016989
770,6041327.3117576055
772,8034858.475833991
773,6428028.173320997
774,7025579.033339773
775,3412895.4869223563
776,7037254.346437362
777,6234270.043745518
778,5177912.547470053
779,4858920.214635659
780,6368165.3142469935
781,4619673.369595189
782,8805675.193298018
783,6338357.621457726
784,25048585.718798887
785,5220608.144776406
787,12752032.272585222
788,4062747.7616063086
789,5134572.4492453
790,5644884.148308811
791,5170818.68212026
792,5205210.891002819
793,6302995.774205477
794,5388488.899357062
795,5341267.203502101
796,5120348.089297707
797,6392071.0776476255
798,4942075.547078604
799,4516111.696991288
800,5170715.196505549
801,6482986.588518765
803,8789303.235551592
804,5611487.314348555
805,9691576.916721232
806,6088047.658024788
807,5652638.462548016
808,4514501.211787805
809,9855924.167315705
810,9501389.91043103
811,7528413.030279247
812,9215015.096091691
815,6953706.80149453
816,8167788.610260624
817,4789390.844776411
818,4909674.212822292
820,4935318.167410746
821,4999677.279425101
822,4801177.997033151
823,5712323.747913901
824,5504123.042405417
825,7399693.136456521
827,5375015.452384018
828,5632103.893323979
829,5851129.864878295
830,5319418.607641947
831,12922647.813852929
832,8007199.268217534
833,4732230.743459991
834,8518086.190639034
835,11398532.900549736
836,4973628.53737462
837,4653196.0661200145
838,5563174.389786058
839,10664474.500962285
840,6084629.584219368
841,9770273.17244657
842,6608636.3626310555
843,5776054.73322253
844,5093934.441675747
845,9937606.189082464
846,5314468.657280732
847,4744753.800614561
848,6527606.899370502
849,4384842.769811494
850,5154105.552922906
851,4912207.470006462
852,4772759.0800734395
853,5398722.432875797
854,5789483.224895274
856,4560554.420204445
857,6784354.135681644
858,5512381.349894443
860,4342349.04521556
862,7483597.108274705
863,4911888.715245081
864,5177738.589551415
865,6591539.9391584275
866,3930880.6819788725
867,6910386.664437927
868,5211130.592450131
869,6059567.95072362
870,12066070.797157645
871,5465305.535343036
872,10316206.231283376
873,8608397.142515209
874,8952278.083441878
875,5262056.702064872
876,7062145.492729194
877,7273092.195567359
878,25182587.938873798
879,4806935.234598146
880,5484683.139215682
881,5950608.727637969
882,4870539.849581408
883,6732034.653671758
884,4027332.045656162
885,5204385.487115926
886,5053949.865736596
887,5580388.106451588
888,4336815.007266837
889,5264170.164082934
890,5802282.752025232
892,5452791.705789955
893,7281558.688287809
894,9487044.004111826
895,6534782.411722952
896,4831839.360782624
897,8296033.900728169
898,5528369.21211711
900,6121353.316628452
901,5122839.3358671805
902,4083218.713448559
903,5915183.30957802
904,5312450.871038646
905,5044463.823048982
906,6749573.783934223
908,5706785.667412763
909,9106601.71698529
910,5449734.425986734
911,13759822.637265587
912,4539723.61140748
913,5371707.555921499
914,6080537.112189041
915,8212265.007063069
916,5022310.710591341
917,5902496.3779720515
918,4770453.597991123
919,8351846.572662312
920,7030651.827357837
921,6088745.473067379
922,4483613.51228108
923,5236002.32363126
924,7908954.80683564
925,5034765.819071889
926,4785403.3667604625
927,10342406.20355695
928,4572051.514732458
929,5859021.334261569
930,7233136.661235192
931,6246736.645924705
932,6616907.4041741965
933,5300343.61469527
934,5313120.742123278
935,4098605.6238045287
937,5086004.480937683
938,22877328.389178105
939,9409492.771587968
940,5902454.393022207
942,11900247.654767254
943,5400042.889321416
945,6631193.4116867315
946,4914636.780436658
947,5388511.245989216
948,5195094.831945131
949,12640151.520660475
950,3901932.780914478
951,9005607.727691328
952,10725680.805863336
953,13489447.401006553
954,5256511.913912474
955,17753667.89920473
956,20726259.538586635
957,4390417.18556591
958,5329323.058995524
959,4884826.167158798
960,4519827.243318779
961,7922476.936876263
962,8064807.279535384
964,6380754.037708674
965,6335840.314082758
966,7373109.72906521
967,5837103.808112094
968,5759553.319789496
969,7398789.322064648
970,7321566.785236371
971,21728198.19421073
972,7415450.431846301
973,4673635.735217563
974,5234939.616156679
975,6732253.287130218
976,5450012.880631791
977,5130004.698831172
978,6310457.799473769
979,5987550.716415157
980,4748649.9609222915
981,18723329.283271164
982,5535551.587636847
983,5283578.869359406
984,6591037.780386318
985,7127925.797537134
986,4649121.59715062
987,9359921.014823038
988,7294075.149907163
989,7422237.575327854
991,4571435.820025872
992,7042072.414639155
993,5565038.064958535
994,4387864.039874801
995,7699700.862762194
996,9325960.059700785
997,6477407.539772876
998,22434866.17874033
999,24271681.461558893
1000,6967424.642582048
1001,4836922.613674304
1002,5345232.726609224
1003,5293195.191773917
1004,4843803.472418215
1005,14536426.579036206
1006,6598255.502044796
1007,5698826.30982881
1008,5613345.570697126
1009,10587075.779926242
1010,10626634.786486845
1012,9698375.172362508
1013,9036907.700439854
1015,8331173.886006047
1016,5425955.74490409
1017,5316623.8347278
1018,4835004.142686881
1019,6050515.477660959
1020,10049675.544505412
1021,5883990.037253816
1022,5122084.43907531
1023,5326939.413929426
1024,8389280.295278225
1025,4438720.434932506
1026,4624799.237387285
1027,5118727.613426786
1028,5166526.828013481
1029,4781087.03586995
1031,4894254.313500478
1032,5847006.1867036605
1033,5474570.347831491
1034,4003740.817638225
1035,16971446.804782297
1036,4811795.232695985
1037,5391830.2469342705
1038,5931854.12046723
1041,5796389.856968944
1042,10110391.201559264
1043,7002031.253819695
1044,5114136.013171447
1045,5345144.763091845
1047,5010595.296148296
1048,13188422.649684504
1049,4510096.434849423
1050,4909711.447283312
1051,5944500.284994565
1054,4860637.282714486
1055,5304100.41837361
1056,9966762.266657177
1057,6281487.772956406
1058,15811891.235059848
1059,5315554.510684635
1060,4991193.88996518
1061,6528329.285838123
1062,4896853.571063361
1063,5287335.891933894
1064,4420157.24450417
1065,4779054.353778309
1066,5534509.990425248
1068,4714813.935217933
1069,5170529.8991709
1070,8963966.811224094
1071,5452032.57580255
1072,12689000.59355623
1073,3510556.7433037753
1074,8691982.224375606
1075,5490698.849095367
1076,16727418.151943143
1077,4946375.636441552
1079,8155384.868397268
1081,4690539.779354393
1082,5676248.416527041
1083,4245357.177198085
1084,10498197.094151666
1085,5773128.810026844
1087,10613577.725522608
1088,5775881.729010958
1089,8881319.03114311
1090,4911636.070836763
1091,4732995.092872433
1092,8972284.771828644
1093,6192120.028848066
1094,4679707.829688306
1095,5268165.626931651
1096,12364617.417379184
1097,6873908.688853343
1098,5120385.3291922305
1099,16269771.112563139
1100,5120511.909950175
1101,4858292.308881601
1102,5459445.067278238
1103,4878575.8365398375
1105,7067281.986143616
1106,5937509.524312218
1107,5848167.503028043
1108,4233860.368435822
1109,6268792.012132004
1111,6380411.473976096
1112,6834578.153025442
1113,11395548.382023104
1114,27296414.69448155
1115,4596304.295382143
1116,5690465.257537426
1117,6617141.192468911
1119,5442714.163817018
1120,4482156.5016161855
1121,5357580.856788556
1122,4813609.4050026145
1123,6855979.464515539
1124,6268778.706716229
1125,19528874.06189264
1126,12418543.903196523
1127,6837241.77979983
1128,4266709.330840969
1129,7195174.699361109
1130,5586651.986335547
1132,6557226.26502632
1133,5111324.2427945975
1134,8737331.834332714
1135,5894509.390445876
1136,5473735.328576359
1137,6036409.51898476
1138,5708885.0164982695
1139,11312011.540565472
1140,5839924.775786967
1141,9488792.553913241
1142,5260889.188883458
1143,6437612.548493649
1144,4872863.6050873455
1145,4628200.0749966465
1146,5834092.484280445
1147,7062884.793442218
1148,5289536.042312481
1149,6603210.473939634
1151,5425588.138379773
1152,11774433.416416243
1153,8368343.642692933
1154,9835476.50499062
1155,5452282.838047436
1156,5549829.623576663
1157,5072013.27954723
1159,5550573.858286526
1160,5518788.989734349
1161,9628306.411074715
1162,5322633.298567414
1163,5658698.33586958
1164,5582177.713498007
1165,5888579.036972496
1166,4689456.371342493
1167,5371446.651152061
1169,4244960.259544208
1171,5807646.239653128
1172,7167538.919164515
1173,5443278.098104229
1174,9137096.990639213
1175,21247398.29354847
1176,4753842.830661295
1177,11333070.23767138
1178,3721071.319081022
1179,7186215.940926977
1181,14601520.071863506
1182,14733665.531021977
1183,6574457.044138306
1184,22174496.593202915
1185,4360451.868182178
1186,5426646.520448292
1187,8872342.326637592
1188,5333257.3859693585
1189,4925512.217736967
1190,9821595.964840453
1192,4797311.2870509075
1193,6414406.821413267
1194,7857400.187175123
1195,9029819.88472827
1196,6532036.361743099
1197,10296358.064554187
1198,7190034.698173031
1199,7582618.114385564
1200,6777475.871028226
1201,20672183.202940296
1202,8406200.974900521
1203,5413613.15307158
1204,8012265.967155826
1205,5960711.434951438
1206,8098325.040965236
1207,4784396.772593329
1208,11398282.647074735
1209,6681052.71656907
1210,5831180.061917657
1211,4977078.39646914
1212,6497800.181710465
1213,5681983.880746408
1214,5116918.6340154465
1215,9134881.44360039
1217,11317630.094220681
1219,5124414.405417064
1220,5032912.662361246
1221,3651060.289079684
1222,6730431.040032357
1223,5382049.652290125
1224,8170243.912605098
1225,4858834.4671041705
1226,5439670.135965909
1227,4579434.181778708
1228,5712958.325061623
1229,5418862.838254701
1230,5929354.096853421
1231,6101039.462986546
1232,6504248.460310386
1233,4647755.2066368945
1234,5400395.041601777
1235,8721678.350538481
1236,4943086.268169798
1238,9687886.552032018
1239,9320881.662697764
1240,6897623.127048673
1241,7252404.568041211
1242,6887512.2841017
1244,5612379.106538793
1245,5808105.303876116
1246,6099031.519721767
1247,5636884.973533596
1248,5180641.308869009
1249,6708118.734246212
1251,4566064.88149056
1253,6281877.320735413
1254,5216757.38072932
1255,12549873.502919247
1257,4615753.175661819
1258,6398278.878869584
1259,4571619.326078059
1260,6644719.533279119
1263,7589367.53427945
1265,5277139.699225335
1266,6845245.72145591
1267,8310932.557530452
1270,7510775.267893126
1271,6088198.210981667
1272,9238191.094096672
1273,11219331.039450401
1275,10993602.149775092
1276,5082569.2642867295
1277,5820964.033340407
1278,8440704.139143977
1279,5465502.569127563
1280,5514928.748561151
1281,4406778.950501282
1284,6223614.179897329
1285,10371274.470975198
1286,4065968.720940358
1287,9598376.61545517
1288,6810046.018782695
1289,4889240.884161216
1290,7669073.282627719
1291,12654263.234184846
1292,21803308.745723758
1293,4125916.000450171
1294,9968169.583258329
1296,6157572.544768672
1297,5291273.6466368595
1298,8051304.781570882
1299,7010697.840309737
1302,5046358.239267215
1303,6689146.686095041
1305,2728093.16734205
1306,5013241.582160058
1307,8711266.336568344
1308,6015981.794422684
1309,5135101.476555908
1310,10306129.794176068
1311,6159320.131273871
1313,5495192.466529476
1314,5155416.037534249
1315,5496500.009614351
1316,5740641.294838081
1317,5647063.210836517
1319,13981508.000844184
1320,13493310.36913176
1321,7397996.1701416
1322,5329980.05075481
1323,5034210.979602357
1324,6048831.029358564
1325,11186494.067009546
1326,11258340.219655566
1327,5886193.499205513
1328,4852887.484177293
1329,8601285.726287214
1330,4803684.787189251
1331,5120448.778462076
1332,6605525.3052393515
1333,8463377.908958644
1334,9124377.269408952
1335,7937902.246090496
1337,5946786.817669493
1338,5117739.169818963
1339,5210349.713609443
1340,9555947.870186225
1341,8558240.84594175
1342,6090674.9689894905
1344,7335647.5331229055
1346,5554776.020934416
1347,4309537.415345489
1348,5919620.557702653
1349,7052916.609307226
1350,7685206.326787298
1351,4670033.570727331
1352,7081946.535792353
1353,5720045.991410287
1354,11373339.699477915
1355,5717801.282182093
1356,3554291.1607191605
1357,5180608.084451913
1358,7627012.670270819
1360,7504482.708911223
1361,5169998.328916952
1362,7899236.257628682
1363,7866040.384112922
1364,4208110.464607387
1365,4778353.8832018385
1366,3871067.790098568
1367,8023803.470017438
1368,5069894.098439852
1369,6938407.27787484
1370,5201406.972259634
1371,8018334.01894662
1372,18767311.93155542
1373,25386951.03891088
1375,5518935.925230044
1376,11642450.202611603
1377,8085536.947338466
1378,5632463.092490969
1380,4938189.5327120405
1382,14643700.058493039
1383,5103565.946706878
1385,5220297.444206139
1386,12343242.474797504
1387,8196452.970459859
1388,4409801.326505037
1389,4428786.472909555
1390,6967708.609567518
1391,5307369.983654068
1392,11710053.950943591
1393,5104537.378091864
1394,5324952.984933725
1395,6538422.522333018
1396,4486487.506327212
1397,4847190.419435475
1398,4480125.648983584
1399,9616275.53410038
1400,4475833.893412002
1401,4466903.779502204
1402,5589123.711945885
1403,7608813.241195478
1404,6520615.3381273495
1405,6009278.518356101
1406,6002040.101041245
1407,5255638.288328704
1409,4633112.002988714
1410,5305576.101343065
1411,11304315.105913475
1412,9191642.893068912
1414,5574617.426308421
1415,6305807.952725925
1417,4740870.327717114
1418,8966376.391906524
1419,5724728.808142834
1420,4439528.883908914
1421,7363323.22150615
1422,4918052.881440022
1423,5716607.055441951
1424,8799170.809642887
1426,5565269.349700545
1427,5305056.109005505
1428,7566258.375180389
1429,5161290.2126003
1430,5225065.822019524
1431,7088045.1947844485
1432,5973150.057158628
1433,5332178.766760724
1436,11442634.4618323
1437,5119297.813865321
1438,5286329.120015633
1439,5212484.651465214
1440,5815404.4956414355
1441,5589578.494500982
1442,5657600.394848468
1443,5790825.633341279
1444,5750820.184678842
1445,5936414.4322006665
1446,6478149.371162254
1447,7990673.549287276
1448,6168070.317974353
1449,5108847.755373513
1450,5848521.374991983
1451,7042128.113643253
1452,4136634.3661546903
1453,5514577.676308163
1454,5548687.298450495
1455,5930821.060872163
1456,6225151.813482199
1457,5577731.718963831
1458,7492545.930048255
1459,6587057.761079361
1460,7104252.476836715
1461,4173639.7941241167
1462,12945421.658554101
1463,4927887.725570076
1464,5889034.802681786
1465,5179310.990019351
1466,8538474.324783111
1467,7481619.2639581
1468,11850524.783408655
1469,5256174.332458783
1470,5017108.881245493
1471,4536117.593419466
1472,7113824.326947905
1473,9762219.828077737
1474,5643431.022294162
1475,6154365.118124111
1476,6167685.390986979
1477,9720720.522068601
1478,5513674.780219901
1479,4882843.052104956
1480,5106618.845895957
1481,4817423.268314477
1482,5923260.893326356
1483,6921813.434393475
1484,5046542.941506556
1485,5541841.4821273405
1486,10225979.793175533
1487,4520305.529499272
1488,5679594.624760846
1489,6272309.191234614
1490,5723296.901195943
1492,4463526.670883542
1493,6421283.147852092
1494,6104087.4094638685
1495,22283901.926399473
1496,4859655.463969693
1497,6013694.704063324
1498,5893768.982072455
1499,8422793.544268424
1500,5414946.31451677
1501,5118550.586978455
1502,6271782.550827921
1503,5178308.064212849
1504,5767663.205829934
1505,5836804.2072607605
1506,4702089.120165536
1507,5736891.49592454
1508,6223905.181955466
1509,5251589.182444754
1510,6366917.737496951
1511,8453954.812487585
1512,11957041.084444692
1513,10731350.558190221
1514,6242915.153416353
1515,7431342.788548913
1516,5852626.314843672
1517,9040011.596991358
1519,6114450.312163163
1520,4161913.1329967575
