id,price_doc_rf
509,5535791.558617379
510,8330594.949749611
511,16991460.826421298
512,5801876.770957174
513,9442223.362680707
514,8351039.431352579
515,5395842.883371514
516,7766694.263294271
518,6755459.197494948
520,5294266.611726785
521,5235984.873258262
522,5519752.879760074
523,5349126.3795139
525,5742102.776065208
526,5328031.134037342
527,7656679.022014434
529,4705849.344860644
530,4991287.029881563
531,5287710.597532525
532,5270498.623524979
533,6774703.870505831
534,6301932.849758593
535,5292254.649516504
536,10485183.866065064
537,6275337.1531794835
538,4950323.03029563
540,4750966.026566192
541,6010223.469508828
542,3666655.7769441856
543,4981931.414533136
544,4835527.4273139965
545,8547847.989598962
546,7088527.4838962285
547,7326459.949129213
548,5206981.68209626
549,5205122.546536968
550,5052918.667579151
551,5640263.837669847
552,5357601.246992085
553,6307080.56946542
554,4812429.194916052
555,6195963.035997251
557,4097126.1021481296
558,7114083.2087753
560,10063377.006774506
561,6840413.150262226
562,8047561.608700207
563,7063527.75014796
564,5493724.974172274
566,5131662.888802254
567,7379289.490427304
568,9314983.292914724
569,4828630.719019008
570,8778345.395933023
571,4702064.423439509
572,5366775.58065911
573,9591749.650820194
575,5381524.722107976
576,4237633.296278681
578,5276145.628409363
579,5230219.808249636
580,4944175.67481182
583,6514250.688028837
584,4725377.54542363
585,5505187.950176947
586,4107452.0028885016
587,4682092.482548427
588,4698573.707050616
589,6271684.064134508
590,6033072.29166678
591,7434681.914827545
593,9672444.12016104
594,4899665.61275879
595,4748460.549811342
596,7171991.493936077
597,7541493.640218474
598,6251973.138026975
599,10281820.66978589
600,5157919.985230288
601,5126686.636471741
603,4990031.160193843
604,7982722.154971919
605,5376784.514233876
606,8997410.788882395
607,16904764.999648575
608,7108680.454163064
609,6121021.891674079
610,5368297.024992288
611,4852757.147840734
612,4324030.987610717
613,21209885.322918426
614,4619729.4307534825
615,6406423.913816077
616,6968064.725552297
617,5304531.390964063
618,9469087.018949008
620,3217801.115450411
621,4731027.615875867
622,6992295.99230959
623,4687330.882764459
624,8832894.18133014
625,15646927.13291841
627,13792186.875364205
628,5537100.039677926
629,4684230.175012614
630,5303260.604972138
631,5540954.8178381035
632,16043851.295029422
633,5416907.076657604
636,5275284.1998443315
637,5521663.144854932
640,5728914.2436197605
641,4724548.438689201
642,9339914.764578514
644,8202113.845653439
645,5326251.000141526
647,5296049.5546915755
650,11700807.149491949
651,7601892.814055832
652,9171893.202011194
653,5332899.678368245
654,5145608.767837394
655,6557724.5247527035
656,4206754.557543121
657,5276122.575959422
658,10046554.997269925
659,13132707.311380884
661,4984949.02532102
662,4218809.823434734
664,16873126.836175893
665,5296428.1677006
666,9977425.259595482
667,4740275.321939519
668,4375845.449636889
669,5297075.127624811
671,6292604.635251876
672,5265981.560185112
673,5225169.422185312
674,5356018.541504076
675,5354933.752378602
676,5347551.507403286
678,4929679.338315102
679,4781774.996879677
680,4860929.236962908
682,5413468.559260316
683,6886481.563536163
684,6027410.364938056
685,7041735.532242031
686,8808887.870546313
687,9775428.93555646
688,4661413.278021371
689,6102055.632478907
690,5389788.110917309
691,5402772.064845343
692,5314652.623191504
693,7890905.822002683
694,5117779.243871338
695,12323724.947023576
696,8148624.620614002
697,5258048.678830753
698,6659033.7525955895
699,10649767.500068504
700,7968470.799144275
701,4839237.853865082
702,5499216.3237680895
703,3259020.7542027785
705,4868087.8159293225
706,5876672.169952664
707,5420027.889010816
708,6736662.164682735
709,5444018.289309874
710,4295057.842123933
712,7933662.776584801
714,5355347.614289048
715,5951403.57279608
716,5204660.101952527
717,7716064.23343447
718,8707061.998636452
719,4956642.454679392
720,2723218.0232268544
721,4309461.288003202
722,9526695.397905167
723,4739691.274604847
724,5644093.709079144
725,5453461.018877075
726,5442901.726615553
727,17249422.218770746
728,5336171.682401527
729,4505123.435549386
730,5349744.536826528
731,5047002.650579661
732,9292441.724737998
733,7978821.561377059
734,5264709.223066374
735,5408546.40100127
736,4974791.999464656
737,7389239.769984984
738,5335883.020905417
739,5431901.954459613
740,5213373.712539098
741,11858716.25167641
742,5424397.566576724
743,4948686.098666502
744,3230086.847736228
745,5142576.931427154
746,9515793.280351851
747,7791809.671203419
749,4684225.77547407
750,10004688.173651699
751,5197177.047644855
752,5839529.695453208
753,6520862.636526483
754,6365041.607862646
756,6661954.665520708
757,9281650.029330127
758,6027669.967659798
759,4433058.981507544
760,4312236.813258438
761,6438348.897722936
762,8883061.525782878
763,6011057.472999316
764,5280242.800928343
765,6973973.227028845
766,5809711.183095927
768,6410098.8054158045
769,5517516.329819981
770,6801013.9106352115
772,8475712.906762328
773,7158464.849232852
774,8087721.693881736
775,3468890.5541569986
776,7688128.554102912
777,7103248.155602097
778,5148687.746994652
779,5039666.923399347
780,7097421.251877267
781,5469651.40624394
782,10281343.698182622
783,8022757.971342965
784,24683563.078860935
785,4953162.897081417
787,15272560.036431909
788,4194165.070791835
789,5258089.625717775
790,5709649.786166535
791,5481795.579016648
792,5464964.196196374
793,6893094.876597116
794,5570995.25868916
795,5460778.150733612
796,5285123.745382201
797,6093728.447202663
798,5311064.66349638
799,4927352.324714726
800,5359463.543503812
801,8029568.942053243
803,8505162.294493845
804,5442277.652462554
805,10254708.21509101
806,5522560.680961778
807,5484166.780662244
808,4750327.966512126
809,9058340.775075713
810,9192489.348745212
811,5876304.831791568
812,9471046.558997126
815,7230994.736232442
816,7193337.339885955
817,4897309.690602058
818,5321582.333289044
820,4920283.15258233
821,5412895.724564904
822,5209484.836731789
823,5637124.242139125
824,6204227.522925316
825,7722338.457460683
827,5550731.385427213
828,5548431.220117726
829,5592751.077262391
830,5410900.079969878
831,12997204.272784684
832,8877356.86844448
833,5456251.152367625
834,11262943.939853279
835,11166401.798928324
836,5077321.585739412
837,4972682.571457105
838,5348037.455505733
839,10126863.189754866
840,6134718.501839143
841,11431418.567244288
842,5447630.059489343
843,5682722.35688457
844,5329225.327536203
845,9701049.729627052
846,5503729.120877512
847,5427885.30445526
848,6190581.86733153
849,4816707.427343321
850,5198569.4915137
851,5216729.343912924
852,5209523.554916027
853,5347185.308455726
854,5492936.829853692
856,5225981.435670344
857,3237389.1902968856
858,5390025.869757409
860,4650230.274339409
862,8054370.463056672
863,5205950.666523447
864,5414986.480079056
865,6432172.341120966
866,3463904.205831981
867,7066664.0262189545
868,5482401.701618453
869,6763415.401532803
870,13114849.114098467
871,4863472.887953309
872,10909488.131795641
873,7059853.15920707
874,8218821.651880157
875,5445347.072925687
876,7476568.8179162545
877,7676404.142728364
878,19690780.196650077
879,5289977.795913605
880,5295431.145428003
881,6396060.4184891675
882,4871879.9249003045
883,7002585.491710373
884,4182865.914300441
885,5532192.518883426
886,5439929.709114705
887,5298593.75899407
888,5228925.9737272095
889,5086657.490908618
890,5660210.412352542
892,5843163.207586471
893,7541895.657697
894,11418942.800534094
895,7040513.970202982
896,4641014.156326117
897,8547657.389686381
898,5270132.779794633
900,6056307.599762445
901,5514115.362239547
902,2290695.285112328
903,5602891.1373752365
904,5977551.778196451
905,5171068.045539906
906,7197461.0346123865
908,5542293.720479624
909,9256391.234672232
910,5578940.992644634
911,13532546.09615498
912,4768820.689069594
913,5395584.248924572
914,7888045.108821107
915,8634008.975499995
916,5289192.253695493
917,6532858.316793746
918,5214217.678875022
919,8082213.006026749
920,7431360.511508202
921,6575655.832050538
922,4575421.563090396
923,5108871.956640401
924,9291904.443031913
925,5152360.0850242
926,5387994.699942341
927,11029746.942891108
928,4807305.600557033
929,5666353.578338828
930,5568442.70578908
931,6145666.259852705
932,7056935.932863443
933,5732795.222039628
934,5585642.374795524
935,4078389.572118723
937,5344493.1714367485
938,17637655.00316545
939,9552610.304282695
940,6135921.531045281
942,12637922.644837027
943,5426875.097412158
945,6502796.129357096
946,4632310.027908376
947,5331654.395597136
948,5350001.570747594
949,12930406.316912703
950,4168341.9896023874
951,9181469.147024492
952,11903456.906510139
953,13053210.038020704
954,5157893.012891289
955,18248513.99114743
956,22164801.64611969
957,4721106.338737585
958,5531058.83646166
959,4941043.395267022
960,5453266.542119125
961,8500635.736364355
962,9623696.801963167
964,5902659.48149383
965,6184600.780725022
966,4731695.985587871
967,6069963.459544843
968,6257417.70454061
969,7727252.802484408
970,7350934.330115444
971,22281040.065241843
972,7601137.625399843
973,4840706.479019121
974,5407301.026915811
975,7098584.351657435
976,5407308.128115415
977,5507027.143381537
978,5841836.899580625
979,6193882.634717832
980,5005756.718792993
981,18942025.982658904
982,5480315.954468328
983,5315791.083112811
984,7005290.949358878
985,8101437.852183413
986,4829965.185651611
987,8831587.765006347
988,6432810.494221731
989,7081504.8437096225
991,4782935.974804389
992,7225258.3399512805
993,6019226.911414221
994,4796472.440570916
995,7170252.026163574
996,9951069.562566627
997,7455320.096563636
998,23282764.51266567
999,21808364.382281933
1000,7364669.519192169
1001,5289510.988030007
1002,5337855.314114825
1003,6039248.516707363
1004,4701674.202037191
1005,16247655.633715382
1006,7173975.395198903
1007,6058932.927062862
1008,5472209.667238561
1009,13479295.571982058
1010,12268421.02465998
1012,10651302.784194304
1013,9493758.205817413
1015,8251256.122603556
1016,5477609.062488611
1017,5401462.388189738
1018,5310671.813112891
1019,6107880.385134871
1020,9297767.162752256
1021,5677960.788076714
1022,5307367.2348676
1023,5466042.992642033
1024,8753819.5659281
1025,5018848.653317319
1026,5173243.932684765
1027,4899472.75483109
1028,5360457.199400789
1029,5225498.851978412
1031,5213903.302361751
1032,6152794.426592613
1033,5616563.628085931
1034,3930185.598480333
1035,13137378.834923029
1036,5248681.502389619
1037,5410466.581646673
1038,6120405.639550563
1041,5584735.359927578
1042,10444718.897230903
1043,7208995.356435093
1044,5184126.76673584
1045,5246378.64343716
1047,5324734.501836969
1048,12447013.681377033
1049,4779278.783116047
1050,5468670.14845814
1051,5752498.6787026655
1054,5249560.331215597
1055,5171662.5251387
1056,11379457.76034793
1057,6234220.672834779
1058,17477508.065268647
1059,4282747.418272294
1060,5546466.553725009
1061,7116546.825716386
1062,5173793.068771435
1063,5622380.415142876
1064,4480784.693330456
1065,5408582.784927047
1066,5587101.222477915
1068,4563968.316582747
1069,5562082.654925864
1070,7926472.978358544
1071,5452218.518414001
1072,11522853.173525786
1073,3515553.8869218295
1074,9335236.641172564
1075,5486527.690667482
1076,17323091.510502484
1077,5403120.046669729
1079,8131332.569345061
1081,3681755.3941989155
1082,6211339.429676618
1083,4619739.726480546
1084,11677190.893854318
1085,5748142.517703565
1087,6914352.102536145
1088,6085257.511105019
1089,10089410.399709431
1090,5314220.257619717
1091,4892011.532187699
1092,8291151.43874694
1093,6272588.594406483
1094,4989306.634929106
1095,5889869.9101652475
1096,12198295.933456026
1097,6675376.716526281
1098,4456234.052517424
1099,15397561.656669127
1100,3688365.4585670833
1101,5355705.740225734
1102,5496943.472257627
1103,5290506.149426343
1105,7841835.006182763
1106,5906144.057573033
1107,5747856.727237672
1108,4783884.36013391
1109,7312672.696574028
1111,6783667.168707581
1112,5808694.017545514
1113,12062714.5433317
1114,25762969.900493976
1115,4998904.974702729
1116,5721207.1923767
1117,7378808.903207676
1119,5776930.76070827
1120,4699791.900933035
1121,6534168.500313883
1122,4763175.490901853
1123,7875431.803365562
1124,6068198.430438368
1125,26281358.3869697
1126,11671453.379344128
1127,6615488.615927604
1128,4515577.252369889
1129,7276252.576241041
1130,5632587.123633888
1132,6821301.796597125
1133,5125856.143133286
1134,8282605.026317603
1135,6023942.886301224
1136,5150508.599157306
1137,6047213.715731566
1138,5538773.748322498
1139,9154276.312702026
1140,6665999.262677102
1141,10113427.761726601
1142,5496088.732038501
1143,4876650.942042816
1144,4793931.629403949
1145,4627643.833521495
1146,5959668.986895698
1147,8816318.127329385
1148,5441184.730174698
1149,6453174.363205804
1151,5381425.190948942
1152,12100871.818699168
1153,9116763.083539879
1154,8823028.873806568
1155,5675039.314667947
1156,6313479.902586475
1157,5395876.57396219
1159,5832051.803462343
1160,5720365.885028596
1161,10607071.714492327
1162,5421792.870943462
1163,5760233.919266592
1164,5747815.187728979
1165,6324414.99056381
1166,5142530.844179845
1167,5526946.564153013
1169,5071558.067905735
1171,5531722.0428353865
1172,7621766.345423356
1173,5407559.092747584
1174,8623877.410929676
1175,22384847.951457143
1176,5252854.456595455
1177,13914311.173754096
1178,3594507.138879363
1179,7744365.216433682
1181,16417725.190066384
1182,15671416.051307945
1183,8350574.319535069
1184,22930976.243793152
1185,4983343.251134573
1186,5506229.98041252
1187,9935304.263415122
1188,5278480.564374747
1189,4539462.264618923
1190,9427947.763759246
1192,4837441.185461271
1193,7339848.778586026
1194,8923531.993918039
1195,8916736.313917814
1196,6447224.580671142
1197,10032344.026518362
1198,7341089.393294482
1199,8250936.076501759
1200,7273706.906950713
1201,25693726.86355413
1202,8891803.089144561
1203,5473054.46209712
1204,8476678.270808967
1205,5129001.386220511
1206,8674800.911166362
1207,2440941.621167737
1208,11077785.940148365
1209,6898142.634597591
1210,5676247.997278393
1211,5222944.250977318
1212,6758607.047544628
1213,5473510.067171875
1214,5184801.034819298
1215,7435687.451337023
1217,11045217.020100815
1219,4645251.486732029
1220,5390364.575414489
1221,3498326.27909186
1222,6926222.426979852
1223,5472028.398566497
1224,9086666.055286236
1225,5257303.533167478
1226,5431236.93157916
1227,4792786.6219904255
1228,6002625.866756113
1229,5456365.09310656
1230,5388099.178936297
1231,6291280.667288421
1232,6923401.411004814
1233,4777952.978561299
1234,5486251.007836791
1235,9592047.762859484
1236,5307149.343054243
1238,9404317.167156877
1239,9530882.368642678
1240,6822691.468099617
1241,6922650.659311969
1242,8196244.270947648
1244,5452136.531472113
1245,5501979.922740454
1246,4711152.175039102
1247,5618235.454937289
1248,5171011.840265363
1249,6100058.078151916
1251,4830184.292340229
1253,6021259.010695605
1254,5236602.775408861
1255,13225655.674169475
1257,4740250.809756398
1258,6549398.715039327
1259,4716789.460837438
1260,5973524.229410191
1263,8326711.791437515
1265,4148610.9137995075
1266,9086099.80931172
1267,7569714.050603529
1270,7456439.747013695
1271,5276445.255909087
1272,11391668.486471016
1273,11170010.396540223
1275,10210478.58875781
1276,5426061.991210755
1277,6837899.710159077
1278,9300249.07262735
1279,6055762.54072828
1280,5392323.007105558
1281,4686770.551643919
1284,6126537.663645461
1285,10982595.101300566
1286,4632026.7239188645
1287,9144539.772237554
1288,6536643.660055273
1289,5210132.4716539085
1290,7934194.61278003
1291,12270780.554745201
1292,22373921.494690128
1293,4237838.125379408
1294,9705082.283836495
1296,6069509.262218328
1297,5364978.160893564
1298,8851851.871476186
1299,7749931.094206725
1302,5249568.517144269
1303,6934836.237666858
1305,2141426.5617595217
1306,6075131.99995562
1307,9457382.8677828
1308,6276159.389289733
1309,4900560.61349543
1310,8388789.609443396
1311,5590985.99688643
1313,5345269.748706583
1314,5397026.601663268
1315,5674007.389321154
1316,5774360.681200082
1317,4179277.1747812293
1319,14656858.032107636
1320,14667281.517061062
1321,7699254.767808724
1322,5362913.249977639
1323,5271497.950469114
1324,6065508.391347573
1325,11324441.925424686
1326,11063802.688498735
1327,5712025.345462695
1328,5365133.576242373
1329,9225370.12358971
1330,4841170.577989664
1331,5370446.952716774
1332,6120874.077045248
1333,8857039.105539538
1334,14124278.841043027
1335,8030611.568062132
1337,5575053.379772896
1338,5383699.092354254
1339,4966092.540835786
1340,10952485.734954763
1341,8544030.736680979
1342,5923057.178831334
1344,7346497.468420857
1346,5254567.130106032
1347,3890271.103097744
1348,5930932.16929802
1349,7261714.360171453
1350,7103657.004706003
1351,5144026.902460466
1352,6499007.702849485
1353,7208335.466155964
1354,10924832.976609997
1355,6008656.402242519
1356,3486670.5440316815
1357,5869764.069170536
1358,7385500.569942444
1360,8364665.964913966
1361,5131105.4721600525
1362,8327627.346700672
1363,6310699.962900488
1364,4361709.970258684
1365,4501882.27444792
1366,4088390.5604926976
1367,8670908.406186305
1368,5432319.914246735
1369,6932754.205827158
1370,4296059.816222861
1371,8272871.179601986
1372,18363521.76352322
1373,21688844.839104556
1375,5525710.5165897375
1376,12017322.376786346
1377,9029543.445128055
1378,5258048.440654043
1380,5313554.780502302
1382,13473872.128853045
1383,5184919.231145854
1385,4545530.560971593
1386,10927009.11611814
1387,4501063.506936327
1388,4780965.238204422
1389,5141615.817777908
1390,5837072.381452035
1391,5140652.992883945
1392,11142335.985742508
1393,4943080.28384823
1394,5313630.94818589
1395,6927791.620220113
1396,5214777.829619211
1397,4905199.872701563
1398,4700393.719856091
1399,10233091.577264355
1400,4746522.442750882
1401,4653168.486033082
1402,5326843.28837051
1403,7256355.810576806
1404,6866226.507366552
1405,4612749.784570569
1406,5689339.749121285
1407,6451322.272260343
1409,4826615.217388387
1410,4782503.768317966
1411,11176309.04129959
1412,7731123.330061806
1414,3471452.879781545
1415,7204574.668652449
1417,5169730.18878086
1418,9309961.405459542
1419,5183911.915032619
1420,4751917.403390665
1421,7355023.646407083
1422,5368747.678154916
1423,6010398.600403199
1424,5066209.720405155
1426,5256890.524183163
1427,5511247.240099866
1428,7482746.62654622
1429,5267693.442000092
1430,5270992.5986742135
1431,7478479.602270324
1432,6183999.07129485
1433,5473059.51886208
1436,11446516.718431648
1437,5519070.971099339
1438,5542414.703432553
1439,5221381.683405532
1440,5928498.449599241
1441,5932828.298009191
1442,5750837.541688491
1443,7358610.717278882
1444,5921661.253971027
1445,6350138.3638359215
1446,6925297.4544743085
1447,7865469.817765981
1448,6043658.535244019
1449,5062797.809680244
1450,6102174.9891271535
1451,6864942.906187595
1452,4516116.962520931
1453,6009283.100918936
1454,5779042.7890698705
1455,5766338.955363473
1456,5964427.043503115
1457,5777106.5229991665
1458,10346760.774788518
1459,7995384.775161259
1460,6315215.2121295035
1461,4231086.713560209
1462,13118279.64922552
1463,5388934.892811274
1464,5748787.206812063
1465,5129182.48871121
1466,9805286.93976524
1467,7720354.32876218
1468,13535883.27096411
1469,5081021.362129845
1470,4831759.619923398
1471,5481583.131244444
1472,7278748.581739191
1473,10322524.697445981
1474,5664457.169791501
1475,7668812.935791852
1476,6634196.320833415
1477,10813704.38010956
1478,5520444.980955532
1479,5381885.290725248
1480,5353536.338280137
1481,5783071.492976523
1482,5764748.569518652
1483,7341057.671291471
1484,5232104.2633166555
1485,5420270.034484793
1486,10894504.713436682
1487,5004220.480718156
1488,5966407.451928678
1489,6447683.457035653
1490,5737948.7530086255
1492,4706983.167063908
1493,7320482.0701253675
1494,6387822.407164977
1495,22702541.665462654
1496,5033863.875956152
1497,5615836.52412541
1498,5918180.301640085
1499,10333292.51952045
1500,5647525.335988413
1501,5358458.523340393
1502,6354447.7879958525
1503,5195091.83463428
1504,6086484.651483719
1505,5570122.214916427
1506,4984159.705841534
1507,5530106.694932018
1508,6362341.190095772
1509,5484091.180178758
1510,6196289.204122803
1511,6134395.239449295
1512,10949791.737731228
1513,10254921.94703911
1514,6485063.742956127
1515,8211945.62604622
1516,6009626.651746712
1517,8075315.118918957
1519,6577868.665976905
1520,4722287.453692703
1521,3687797.5179155543
